universite_code;etablissement_code;domain_code;diplome_code;speciality;group;diplomes_M;diplomes_F;diplomes_total
10;1010;81;11;توحيد أنظمة الجودة;حماية البيئة;0;8;8
10;1010;43;3;علوم الحياة والمحيط:معالجة و تثمين النفايات;علوم بيولوجيا;0;7;7
10;1010;51;3;علوم و تقنيات الأغذية :التغذية و الصحة;هندسة المواد;0;13;13
10;1010;51;3;علوم و تقنيات الأغذية :هندسة الأساليب الغذائية;هندسة المواد;0;11;11
10;1010;81;11;علوم وتكنولوجيات البيئة;حماية البيئة;2;8;10
10;1010;71;3;هندسة بيوطبية : تقنيات المعدات البيوطبية;مهن شبه طبية;3;10;13
10;1010;71;3;هندسة بيوطبية : تقنيات معدات التصوير الطبي;مهن شبه طبية;2;17;19
10;1009;42;3;إعلامية التصرف;إعلامية تصرف;7;20;27
10;1009;53;11;ادارة وصيانة الأنظمة الصناعية;هندسة صناعية والكترونيك وآلية;21;0;21
10;1009;34;3;اقتصاد النقل واللوجستية: نظم النقل واللوجستيك;علوم اقتصادية;6;13;19
10;1009;53;3;الإلكترونيك و الكهروتقنية و الآلية: القياس و الادواتية و المترولوجيا;هندسة صناعية والكترونيك وآلية;9;17;26
10;1009;53;11;التصرف في الانتاج;هندسة صناعية والكترونيك وآلية;11;27;38
10;1009;53;3;الكتروميكانيك:صيانة صناعية;هندسة الإلكتروميكانيك والميكاترونيك;38;15;53
10;1009;53;3;الهندسة الصناعية : إتقان و إدارة الجودة;هندسة صناعية والكترونيك وآلية;3;15;18
10;1009;53;3;الهندسة الصناعية : إدارة النظم الصناعية;هندسة صناعية والكترونيك وآلية;11;20;31
10;1009;82;10;علوم النقل واللوجستيك;تصرف في النقل واللوجستيك;3;10;13
10;1009;53;10;هندسة النظم الصناعية واللوجستية;هندسة صناعية والكترونيك وآلية;8;12;20
10;1009;53;11;هندسة صناعية: الأنظمة الصناعية واللوجستية;هندسة صناعية والكترونيك وآلية;5;16;21
10;1016;83;3;الأنشطة البدنية الملائمة;مهن الرياضة;10;6;16
10;1016;83;1;التربية البدنية;مهن الرياضة;5;2;7
10;1016;83;3;التربية والحركية;مهن الرياضة;81;71;152
10;1008;21;11;اشهار سمعي بصري;فنون وحرف;3;12;15
10;1008;21;10;التصميم;فنون وحرف;3;11;14
10;1008;21;3;الخزف;الفن التشكيلي;1;3;4
10;1008;21;11;الخزف;الفن التشكيلي;0;6;6
10;1008;21;3;السينما السمعي البصري;فنون وحرف;13;10;23
10;1008;21;3;الفنون التشكيلية: رسم;الفن التشكيلي;1;3;4
10;1008;21;3;الفنون التشكيلية:فسيفساء;الفن التشكيلي;0;4;4
10;1008;21;3;الفنون التشكيلية:نحت;الفن التشكيلي;0;5;5
10;1008;21;3;الفنون التشكيلية:نسج;الفن التشكيلي;0;6;6
10;1008;21;3;الفنون والوسائط : تواصل تعددي الوسائط;فنون وحرف;2;10;12
10;1008;21;3;تصميم الصورة:الإشهار الخطي;فنون وحرف;1;21;22
10;1008;21;11;تصميم الصورة:الإشهار الخطي;فنون وحرف;0;6;6
10;1008;21;3;تصميم الفضاء : هندسة داخلية;فنون وحرف;2;25;27
10;1008;21;11;تصميم الفضاء : هندسة داخلية;فنون وحرف;5;19;24
10;1008;21;3;تصميم المنتوج :أثاث;فنون وحرف;1;10;11
10;1008;21;3;تصميم المنتوج: إبتكار صناعي;فنون وحرف;1;12;13
10;1008;21;11;تصميم المنتوج: إبتكار صناعي;فنون وحرف;1;2;3
10;1008;21;3;تصميم المنتوج: الإكساء;فنون وحرف;1;10;11
10;1008;21;3;تصميم وتنفيذ الملابس;فنون وحرف;1;7;8
10;1008;21;3;حفر;الفن التشكيلي;0;6;6
10;1008;21;10;فنون تشكيلية;الفن التشكيلي;0;13;13
10;1008;21;3;فوتوغرافيا;الفن التشكيلي;2;18;20
10;1008;21;11;فوتوغرافيا;الفن التشكيلي;1;9;10
10;1007;21;3;الموسيقى والعلوم الموسيقية;موسيقى;11;14;25
10;1007;21;10;الموسيقى والعلوم الموسيقية;موسيقى;8;2;10
10;1007;21;3;هندسة الصوت والتكنولوجيات الحديثة;موسيقى;10;5;15
10;1003;22;3;أنقليزية الأعمال;آداب إنقليزية;10;33;43
10;1003;22;3;الإنقليزية : ترجمة;آداب إنقليزية;3;7;10
10;1003;22;3;الترجمة : عربية / فرنسية / أنقليزية;ترجمة ولغات مطبقة;1;24;25
10;1003;34;10;التصرف المندمج في الموارد المائية والفلاحة المستدامة;جغرافيا;1;4;5
10;1003;52;3;الخرائطية و نظم المعلومات الجغرافية;تعمير وتهيئة;3;11;14
10;1003;22;10;الدراسات الادبية الأنقليزية;آداب إنقليزية;0;7;7
10;1003;33;11;الصحافة ومتعددة المنصات;علوم الإخبار;4;1;5
10;1003;22;10;اللسانيات والآداب الانقليزية;آداب إنقليزية;3;14;17
10;1003;22;3;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;8;19;27
10;1003;22;13;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;2;7;9
10;1003;22;10;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;3;12;15
10;1003;22;3;اللغة والآداب و الحضارة الإيطالية;لغة إيطالية;0;22;22
10;1003;22;3;اللغة والآداب والحضارة العربية;آداب عربية;12;48;60
10;1003;22;13;اللغة والآداب والحضارة العربية;آداب عربية;7;3;10
10;1003;22;10;اللغة والآداب والحضارة العربية;آداب عربية;5;25;30
10;1003;22;3;اللغة والأدب والحضارة الإنقليزية;آداب إنقليزية;3;10;13
10;1003;22;13;اللغة والأدب والحضارة الإنقليزية;آداب إنقليزية;3;3;6
10;1003;34;3;الوساطة والضبط والتدخل السوسيولوجي;علم الإجتماع;11;59;70
10;1003;22;11;انقليزية;آداب إنقليزية;3;20;23
10;1003;22;3;تاريخ;تاريخ;9;16;25
10;1003;22;13;تاريخ;تاريخ;1;3;4
10;1003;22;3;تاريخ : الآثار و علوم التراث;تاريخ;2;16;18
10;1003;22;10;تاريخ المغرب الكبير: الحديث والمعاصر;تاريخ;6;6;12
10;1003;34;13;جغرافيا;جغرافيا;2;0;2
10;1003;34;3;جغرافيا : المجال، المخاطر و التنمية المستدامة;جغرافيا;5;11;16
10;1003;22;3;حفظ الممتلكات الثقافية وترميمها;تراث وعلم الآثار;0;15;15
10;1003;83;11;سياحة وتراث;سياحة;1;4;5
10;1003;34;3;علم إجتماع : الشباب و الحراك و الإشراك الإجتماعي;علم الإجتماع;6;47;53
10;1003;22;13;علم الاجتماع;تراث وعلم الآثار;7;2;9
10;1003;22;10;علم الاجتماع;تراث وعلم الآثار;4;10;14
10;1003;22;11;علم الاجتماع;تراث وعلم الآثار;10;86;96
10;1003;22;3;فلسفة;فلسفة;1;20;21
10;1003;22;13;فلسفة;فلسفة;1;3;4
10;1003;22;10;فلسفة;فلسفة;7;15;22
10;1004;32;11;التنظيم الإداري;قانون المؤسسات;4;11;15
10;1004;32;11;القانون البنكي والمالي;قانون المؤسسات;0;14;14
10;1004;32;3;القانون الخاص;قانون خاص وعلوم إجرامية;27;90;117
10;1004;32;13;القانون الخاص;قانون خاص وعلوم إجرامية;11;2;13
10;1004;32;10;القانون الخاص;قانون خاص وعلوم إجرامية;12;58;70
10;1004;32;3;القانون العام;قانون عام;22;50;72
10;1004;32;13;القانون العام;قانون عام;5;2;7
10;1004;32;10;القانون العام;قانون عام;6;16;22
10;1004;32;11;المنازعات الإدارية و الجبائية;قانون عام;2;6;8
10;1004;31;11;جباية المؤسسة;محاسبة;1;7;8
10;1004;32;3;قانون : قانون الأعمال;قانون المؤسسات;5;38;43
10;1004;32;3;قانون : قانون عقاري;قانون عام;12;42;54
10;1004;32;11;قانون الشؤون العقارية;قانون خاص وعلوم إجرامية;8;25;33
10;1004;32;11;قانون المؤسسة و الأعمال;قانون خاص وعلوم إجرامية;4;19;23
10;1005;71;7;طب;الطب;71;141;212
10;1002;31;13;إدارة الأعمال;تصرف;37;25;62
10;1002;42;13;إعلامية;إعلامية;3;19;22
10;1002;31;13;البحوث العملياتية والمساعدة على أخذ القرار;تصرف;3;6;9
10;1002;34;13;العلوم الاقتصادية;علوم اقتصادية;11;17;28
10;1002;31;13;اللوجستية والانتاج;تصرف;1;6;7
10;1002;31;13;المحاسبة;محاسبة;13;8;21
10;1002;31;13;تسويق;تصرف;1;3;4
10;1002;31;13;مالية;تصرف;11;21;32
10;1001;44;3;الكيمياء البحث;كيمياء;5;17;22
10;1001;51;11;الأكوستيك والمراقبة غير المدمرة/المواد;هندسة المواد;8;5;13
10;1001;53;2;الإلكترونيك والكهروتقنية والآلية:الأنظمة الكهربائية;هندسة صناعية والكترونيك وآلية;11;7;18
10;1001;53;3;الإلكترونيك والكهروتقنية والآلية:الالية و الإعلامية الصناعية;هندسة صناعية والكترونيك وآلية;17;7;24
10;1001;43;3;البيوتكنولوجيا;علوم بيولوجيا;1;32;33
10;1001;44;11;الجيولوجيا التطبيقية;علوم جيولوجيا;3;7;10
10;1001;41;3;الرياضيات : الرياضيات;الرياضيات;5;11;16
10;1001;41;10;الرياضيات : الرياضيات;الرياضيات;2;1;3
10;1001;41;10;الرياضيات التطبيقية;الرياضيات;2;2;4
10;1001;41;11;الرياضيات التطبيقية;الرياضيات;1;6;7
10;1001;53;11;الصناعات الغذائية;هندسة صناعية والكترونيك وآلية;1;14;15
10;1001;44;3;الفيزياء;فيزياء;5;5;10
10;1001;44;3;الفيزياء و الطاقة;فيزياء;1;7;8
10;1001;44;3;الفيزياء:المواد;فيزياء;1;6;7
10;1001;44;10;الفيزياء:المواد;فيزياء;1;6;7
10;1001;44;11;القياسات الفيزيائية والأدواتية;فيزياء;2;2;4
10;1001;44;10;الكيمياء العضوية;كيمياء;0;9;9
10;1001;44;10;الكيمياء اللاعضوية;كيمياء;2;8;10
10;1001;44;3;الكيمياء:مواد بناء وخزف وبلور;كيمياء;1;5;6
10;1001;44;3;الموارد الجيولوجية والمحيط;علوم جيولوجيا;1;13;14
10;1001;42;11;النظم والشبكات والحوسبة السحابية;إعلامية;1;5;6
10;1001;53;11;الهندسة البيترولية(الأحواض والآبار والسلامة);هندسة موارد بيئية;7;6;13
10;1001;43;3;بيولوجيا خلوية و جزيئية;علوم بيولوجيا;1;26;27
10;1001;51;3;تقنيات اللف;هندسة المواد;1;9;10
10;1001;51;11;تقنيات اللف;هندسة المواد;1;6;7
10;1001;53;11;علم الطاقة المتقدم;هندسة موارد بيئية;3;7;10
10;1001;43;10;علوم الأحياء;علوم بيولوجيا;3;18;21
10;1001;43;3;علوم الأحياء و المحيط:البيولوجيا البحرية;علوم بيولوجيا;2;2;4
10;1001;43;3;علوم الأحياء و المحيط:علم البيئة و المحيط البري;علوم بيولوجيا;1;6;7
10;1001;44;3;علوم الأرض : علوم و تقنيات الجيولوجيا;علوم جيولوجيا;2;9;11
10;1001;44;3;علوم الأرض والمياه;علوم جيولوجيا;1;6;7
10;1001;44;10;علوم الأرض(الأحواض والموارد/المحيط والتهيئة);علوم جيولوجيا;1;10;11
10;1001;42;3;علوم الإعلامية: هندسة البرمجيات و نظم المعلومات;إعلامية;21;21;42
10;1001;42;10;علوم الاعلامية;إعلامية;2;2;4
10;1001;43;10;علوم الحياة;علوم بيولوجيا;3;16;19
10;1001;43;3;علوم الحياة والأرض;علوم بيولوجيا;6;24;30
10;1001;44;10;فيزياء المواد فيزياء الننوهياكل فيزياء الاكوستيك;فيزياء;2;7;9
10;1001;44;3;فيزياء كيمياء;فيزياء;2;13;15
10;1001;44;11;كيمياء : جودة الملونات والزيوت والطلاء;كيمياء;1;7;8
10;1001;44;3;مستحضرات التجميل والروائح والعطورات;كيمياء;0;11;11
10;1001;44;11;مستحضرات التجميل والروائح والعطورات;كيمياء;0;13;13
10;1001;53;11;معادن;هندسة موارد بيئية;6;14;20
10;1001;42;11;هندسة النظم الاعلامية;إعلامية;12;4;16
10;1001;42;3;هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء;إعلامية;5;12;17
10;1001;42;3;هندسة نظم الإعلامية:هندسة الشبكات والنظم;إعلامية;3;7;10
10;1006;31;11;الهندسة الجبائية والمحاسبة العالمية;محاسبة;14;14;28
10;1006;31;11;التدقيق الداخلي والتدقيق في المنظومات المعلوماتية;محاسبة;9;29;38
10;1006;31;3;التسويق;تصرف;16;42;58
10;1006;31;10;التسويق;تصرف;1;11;12
