universite_code;etablissement_code;domain_code;diplome_code;speciality;group;diplomes_M;diplomes_F;diplomes_total
10;1006;31;11;هندسة مالية;تصرف;5;31;36
11;1115;53;10;هندسة كهربائية: أنظمة ذكية;هندسة كهربائية;4;3;7
11;1115;53;5;هندسة الاتصالات والشبكات;إتصالات;16;22;38
11;1115;53;10;هندسة الكيميائية أساليب : أساليب والمواد البيولوجية;هندسة كيميائية;0;14;14
11;1115;53;5;هندسة كهربائية آلية;هندسة كهربائية;19;18;37
11;1115;53;10;هندسة كهربائية: طاقات متجددة;هندسة كهربائية;3;7;10
11;1115;53;5;هندسة كيميائية وأساليب;هندسة كيميائية;4;17;21
11;1115;52;5;هندسة مدنية;هندسة مدنية;14;18;32
11;1115;53;5;هندسة ميكانيكية;هندسة ميكانيكية;11;1;12
11;1115;53;10;هندسة ميكانيكية: الطاقية;هندسة ميكانيكية;4;8;12
11;1113;71;3;تمريض;مهن شبه طبية;25;48;73
11;1112;62;11;التصرف المندمج في الموارد المائية;علوم فلاحية;1;7;8
11;1112;62;11;التنقيب والضخ والشبكات المائية;علوم فلاحية;2;4;6
11;1112;44;11;الجيوماتيك الماء والمحيط;علوم جيولوجيا;2;4;6
11;1112;44;11;الري الصيانة والتحكم عن بعد;علوم جيولوجيا;0;4;4
11;1112;62;10;الماء والمحيط;علوم فلاحية;0;7;7
11;1112;44;3;الهندسة المائية;علوم جيولوجيا;0;10;10
11;1112;53;3;الهندسة الهيدرو إلكتروميكانيك;هندسة ميكانيكية;5;6;11
11;1112;62;3;هندسة التنقيب;علوم فلاحية;5;6;11
11;1111;42;11;Iعلامية صناعية;إعلامية;6;8;14
11;1111;53;10;الالكترونيك المحمول وأجهزة الاتصالات;هندسة صناعية والكترونيك وآلية;3;9;12
11;1111;42;3;علوم الإعلامية : هندسة البرمجيات و نظم المعلومات;إعلامية;10;18;28
11;1111;53;3;علوم وتكنولوجيات المعلومات والإتصال:الالكترونيك والاتصالات;إتصالات;1;10;11
11;1111;42;11;هندسة البرمجيات والمعرفة;إعلامية;4;11;15
11;1110;42;3;الفنون والوسائط;فن الملتيميديا;8;5;13
11;1110;53;11;النظم المحمولة;هندسة صناعية والكترونيك وآلية;1;0;1
11;1110;42;3;تكنولوجيا ت المعلومات والاتصال;إعلامية;5;21;26
11;1110;42;11;سلامة النظم المعلوماتية;إعلامية;2;13;15
11;1110;42;3;علوم الاعلامية;إعلامية;13;18;31
11;1110;42;10;علوم الاعلامية;إعلامية;0;2;2
11;1110;42;3;هندسة النظم الاعلامية;إعلامية;5;6;11
11;1109;51;3;الصناعات الغذائية والتغذية(مراقبة جودة الأغذية وسلامتها);هندسة المواد;2;68;70
11;1109;51;11;الصناعات الغذائية والتغذية(مراقبة جودة الأغذية وسلامتها);هندسة المواد;2;19;21
11;1109;62;11;بعث المشاريع في مجال بيوتكنولوجيا المناطق الجافة;علوم فلاحية;0;7;7
11;1109;43;11;تثمين الموارد البيولوجية النباتية;علوم بيولوجيا;1;10;11
11;1109;51;2;تحويل وتصبير منتوجات البحر;هندسة المواد;1;12;13
11;1114;42;3;إعلامية التصرف: الخدمات الإلكترونية في الأعمال;إعلامية تصرف;5;31;36
11;1114;31;3;إدارة الأعمال;تصرف;0;38;38
11;1114;42;3;اعلامية التصرف: نظم معلومات في الأعمال;إعلامية تصرف;13;34;47
11;1114;22;3;اقتصاد و مالية دولية;الشريعة وأصول الدين;5;25;30
11;1114;34;3;السياسات والتحاليل الاقتصادية;علوم اقتصادية;5;19;24
11;1114;31;3;تسويق;تصرف;5;31;36
11;1114;31;3;علوم التصرف: التصرف اللوجستي و الإنتاج;تصرف;6;31;37
11;1114;31;3;مالية;تصرف;0;39;39
11;1114;31;3;محاسبة;محاسبة;12;65;77
11;1114;34;3;نقد ومالية وبنك تأمين;علوم اقتصادية;2;27;29
11;1107;32;11;الحوكمة المحلية والتنمية المستدامة;قانون عام;2;22;24
11;1107;32;3;القانون الخاص;قانون خاص وعلوم إجرامية;1;34;35
11;1107;32;3;القانون العقاري;العلوم القانونية الأساسية;0;16;16
11;1107;32;11;قانون الإجراءات;قانون خاص وعلوم إجرامية;2;23;25
11;1107;32;11;قانون المؤسسة و الأعمال;قانون خاص وعلوم إجرامية;4;16;20
11;1107;32;3;قانون عام;قانون عام;4;19;23
11;1108;11;11;الإتصال الثقافي والسياحي;علوم ثقافية;2;16;18
11;1108;22;3;الالمانية:تواصل الثقافات و السياحة;لغة ألمانية;3;2;5
11;1108;11;3;التربية و التعليم;علوم التربية;17;97;114
11;1108;22;3;اللغة و الآداب والحضارة الإنقليزية;آداب إنقليزية;5;19;24
11;1108;22;3;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;1;12;13
11;1108;22;3;اللغة والآداب والحضارة العربية;آداب عربية;3;31;34
11;1108;83;11;سياحة والتراث;سياحة;4;12;16
11;1106;53;10;الأساليب للكيمياء والبيئة والطاقة;هندسة كيميائية;1;9;10
11;1106;53;3;الإلكترونيك و الكهروتقنية و الآلية: الآلية و الإعلامية الصناعية;هندسة صناعية والكترونيك وآلية;16;11;27
11;1106;52;3;البناء;هندسة مدنية;7;13;20
11;1106;53;11;الكتروميكانيك;هندسة الإلكتروميكانيك والميكاترونيك;10;0;10
11;1106;53;3;الهندسة الطاقية: الطاقية والمحيط;هندسة موارد بيئية;5;8;13
11;1106;53;3;الهندسة الميكانيكية: علوم وهندسة المواد;هندسة ميكانيكية;8;12;20
11;1106;53;3;الهندسة ميكانيكية:الانتاجية;هندسة ميكانيكية;12;11;23
11;1106;44;11;كيمياء صناعية;كيمياء;0;14;14
11;1106;53;3;هندسة العمليات الصناعية: هندسة كيميائية;هندسة كيميائية;1;11;12
11;1106;53;3;هندسة عمليات صناعية: كيمياء صناعية;هندسة كيميائية;1;12;13
11;1106;52;11;هندسة مدنية;هندسة مدنية;11;8;19
11;1106;52;3;هندسة مدنية: الأشغال العمومية;هندسة مدنية;13;12;25
11;1105;22;3;اللغة والآداب والحضارة الإسبانية;لغة إسبانية;1;11;12
11;1105;22;3;ألمانية;لغة ألمانية;1;9;10
11;1105;22;11;أنقليزية الأعمال;آداب إنقليزية;1;5;6
11;1105;22;3;إيطالية:تجارة دولية;لغة إيطالية;1;11;12
11;1105;22;10;الأدب واللسانيات الفرنسية;آداب فرنسية;3;9;12
11;1105;22;11;الفرنسية لغة أجنبية;آداب فرنسية;1;6;7
11;1105;22;3;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;0;32;32
11;1105;22;3;اللغة والآداب والحضارة العربية;آداب عربية;0;27;27
11;1105;22;3;انقليزية;آداب إنقليزية;5;22;27
11;1105;22;11;انقليزية الإعلام والصحافة;آداب إنقليزية;2;7;9
11;1105;22;11;تعليمية اللغة الألمانية;لغة ألمانية;1;4;5
11;1105;11;3;علوم التربية;علوم التربية;16;242;258
11;1104;34;3;الأنتروبولوجيا الاجتماعية والثقافية;علم الإجتماع;0;24;24
11;1104;11;3;التربية و التعليم;علوم التربية;29;152;181
11;1104;21;3;تصميم الصورة: إشهار سمعي بصري;فنون وحرف;1;6;7
11;1104;21;3;تصميم الفضاء : هندسة داخلية;فنون وحرف;0;8;8
11;1104;21;3;فن تشكيلي: التصوير الفوتغرافي;الفن التشكيلي;0;5;5
11;1103;21;11;الفنون المرئية:فنون تشكيلية;الفن التشكيلي;3;15;18
11;1103;21;3;الفوتوغرافيا والمعالجة الرقمية للصورة;فنون وحرف;4;12;16
11;1103;21;3;الموسيقى والعلوم الموسيقية;موسيقى;3;6;9
11;1103;21;10;الموسيقى والعلوم الموسيقية;موسيقى;5;7;12
11;1103;21;3;تصميم الصورة: إشهار خطي;فنون وحرف;1;15;16
11;1103;21;3;تصميم الصورة: إشهار سمعي بصري;فنون وحرف;3;22;25
11;1103;21;3;تصميم الفضاء : هندسة داخلية;فنون وحرف;3;35;38
11;1103;21;11;تصميم الفضاء : هندسة داخلية;فنون وحرف;1;21;22
11;1103;22;3;حفظ الممتلكات الثقافية وترميمها: تهيئة الحجارة ومشتقاتها في الجنوب الشرقي من البلاد التونسية;تراث وعلم الآثار;1;11;12
11;1103;21;3;فنون تشكيلية : خزف;الفن التشكيلي;1;15;16
11;1103;21;3;فنون تشكيلية : رسم زيتي;الفن التشكيلي;1;15;16
11;1103;21;3;فنون تشكيلية : نحت;الفن التشكيلي;2;10;12
11;1103;21;10;نظريات الإبداع;علوم وتقنيات الفنون;0;21;21
11;1102;53;3;إلكترونيك صناعي;هندسة صناعية والكترونيك وآلية;7;9;16
11;1102;53;11;الأنظمة الميكاترونية;هندسة الإلكتروميكانيك والميكاترونيك;5;6;11
11;1102;53;11;الالكتروميكانيك:صيانة المنظومات الصناعية;هندسة الإلكتروميكانيك والميكاترونيك;8;10;18
11;1102;53;11;التحكم في الأنظمة الكهربائية;هندسة كهربائية;6;11;17
11;1102;53;3;الصيانة الصناعية;هندسة ميكانيكية;9;12;21
11;1102;53;3;الطاقات الكهرباية المتجددة;هندسة صناعية والكترونيك وآلية;4;10;14
11;1102;53;3;النظم الآلية والشبكات الصناعية;هندسة صناعية والكترونيك وآلية;7;9;16
11;1102;53;10;الهندسة الكهربائية: الآلية والأنظمة الآلية;هندسة كهربائية;4;6;10
11;1102;53;10;الهندسة الميكانيكية (ميكانيك اللمواد الصلبة والهياكل);هندسة ميكانيكية;5;7;12
11;1102;53;3;الهندسة الهيدرو إلكتروميكانيك;هندسة ميكانيكية;9;9;18
11;1102;53;3;الهياكل المعدنية والحدادة;هندسة ميكانيكية;6;8;14
11;1102;53;3;هندسة ميكانيكية الانشاءات والتصنيع الميكانيكية;هندسة ميكانيكية;14;12;26
11;1101;53;3;الإلكترونيك و الكهروتقنية و الآلية: القياس و الادواتية و المترولوجيا;هندسة صناعية والكترونيك وآلية;4;8;12
11;1101;42;10;الاعلامية والشبكات;إعلامية تصرف;1;4;5
11;1101;43;3;البيولوجيا التحليلية والتجريبية:بيولوجيا تحليلية وجودة;علوم بيولوجيا;5;64;69
11;1101;43;10;البيولوجيا والمحيط;علوم بيولوجيا;0;12;12
11;1101;53;3;الشبكات الاعلامية وأنظمة الإتصالات;إتصالات;5;8;13
11;1101;44;11;العلوم الجيولوجية(تثمين الصخور والمعادن الصناعية);علوم جيولوجيا;1;4;5
11;1101;44;3;الفيزياء;فيزياء;4;7;11
11;1101;44;10;الفيزياء;فيزياء;1;7;8
11;1101;44;3;الفيزياء وتطبيقاتها;فيزياء;0;12;12
11;1101;44;3;الكيمياء;كيمياء;9;45;54
11;1101;44;10;الكيمياء;كيمياء;0;16;16
11;1101;43;10;بيولوجيا;علوم بيولوجيا;2;17;19
11;1101;44;11;جيولوجيا الأحواض الرسوبية;علوم جيولوجيا;2;3;5
11;1101;41;3;رياضيات;الرياضيات;4;3;7
11;1101;41;10;رياضيات;الرياضيات;1;7;8
11;1101;42;11;سلامة المنظومات والشبكات الإعلامية;إعلامية;6;9;15
11;1101;44;3;علوم الأرض;علوم جيولوجيا;1;18;19
11;1101;42;3;علوم الاعلامية;إعلامية;20;7;27
11;1101;43;3;علوم الحياة;علوم بيولوجيا;4;46;50
11;1101;43;3;علوم الحياة والمحيط;علوم بيولوجيا;3;13;16
11;1101;44;3;علوم الطبيعة و التطبيقات:بيولوجيا - جيولوجيا;علوم جيولوجيا;2;31;33
12;1210;53;5;الهندسة الكيميائية والمنجمية;هندسة كيميائية;6;12;18
12;1210;53;5;هندسة الالكتروميكانيك;هندسة الإلكتروميكانيك والميكاترونيك;13;9;22
12;1210;53;5;هندسة الطاقة : ادارة العمال في الطاقة;هندسة موارد بيئية;10;20;30
12;1208;31;3;إدارة الأعمال;تصرف;6;27;33
12;1208;34;3;اقتصاديات الأعمال;علوم اقتصادية;2;12;14
12;1208;31;3;التسويق;تصرف;5;28;33
12;1208;31;3;التصرف في الموارد البشرية;تصرف;5;20;25
12;1208;31;3;المالية;تصرف;4;44;48
12;1208;31;3;المحاسبة;محاسبة;15;41;56
12;1208;42;3;نظم معلومات في الأعمال;إعلامية تصرف;9;27;36
12;1208;34;3;نقد ومالية وبنك وتأمين;علوم اقتصادية;4;13;17
12;1207;11;3;التربية و التعليم;علوم التربية;55;319;374
12;1206;11;3;التربية و التعليم;علوم التربية;11;87;98
12;1206;22;3;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;1;0;1
12;1205;22;3;الأنقليزية;آداب إنقليزية;13;38;51
12;1205;22;11;الأنقليزية والتكنولوجيا;آداب إنقليزية;0;7;7
12;1205;22;3;العربية;آداب عربية;32;91;123
12;1205;22;10;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;5;9;14
12;1205;34;3;الوساطة و الضبط والتدخل السوسيولوجي;علم الإجتماع;28;139;167
12;1205;22;11;تكنولوجيا المعلومات والتواصل في تدريس اللغة الانجليزية;آداب إنقليزية;1;11;12
12;1205;22;3;فرنسية;آداب فرنسية;9;40;49
12;1205;22;11;فرنسية;آداب فرنسية;2;11;13
12;1204;83;3;التربية والحركية;مهن الرياضة;70;54;124
12;1203;42;11;الآنظمة المحمولة;إعلامية;7;11;18
12;1203;53;3;الالكترونيك والكهروتقنية والالية;هندسة صناعية والكترونيك وآلية;4;7;11
12;1203;53;11;التصرف في الصيانة الصناعية;هندسة صناعية والكترونيك وآلية;13;8;21
12;1203;53;3;الهندسة الميكانيكية;هندسة ميكانيكية;15;5;20
12;1203;42;11;خبير في الأمن السيبيرالي;إعلامية;1;18;19
12;1203;42;11;علوم الاعلامية;إعلامية;3;1;4
12;1203;42;3;هندسة نظم الاعلامية;إعلامية;8;6;14
12;1202;21;3;إتصميم الصورة:شهار خطي;علوم وتقنيات الفنون;0;9;9
12;1202;21;3;الإجازة في تصميم المنتوج;فنون وحرف;0;7;7
12;1202;21;3;تصميم المنتوج : ابتكار حرفي;فنون وحرف;1;11;12
12;1202;21;11;تصميم المنتوج : ابتكار حرفي;فنون وحرف;5;22;27
12;1202;21;3;موسيقى والعلوم موسيقية;موسيقى;6;8;14
12;1202;21;10;موسيقى والعلوم موسيقية;موسيقى;0;6;6
12;1202;21;3;هندسة داخلية;فنون وحرف;1;5;6
12;1201;42;3;علوم الإعلامية: هندسة البرمجيات ونظم المعلومات;إعلامية;22;19;41
12;1201;42;3;الإعلامية و الوسائط المتعددة;إعلامية;8;20;28
12;1201;53;3;الالكترونيك الصناعي;هندسة صناعية والكترونيك وآلية;6;9;15
12;1201;53;3;الالية والاعلامية الصناعية;هندسة صناعية والكترونيك وآلية;8;6;14
12;1201;43;3;البيوتكنولوجيا;علوم بيولوجيا;3;78;81
12;1201;43;3;البيولوجيا الجزيئية والخلوية;علوم بيولوجيا;1;26;27
12;1201;44;3;الفيزياء;فيزياء;1;5;6
12;1201;44;3;الفيزياء وتطبيقاتها;فيزياء;0;2;2
12;1201;44;3;الكيمياء;كيمياء;3;16;19
12;1201;53;3;الهندسة الطاقية;هندسة موارد بيئية;13;16;29
12;1201;53;3;الهندسة الميكانيكية : الصيانة الصناعية;هندسة ميكانيكية;7;8;15
12;1201;53;3;الهندسة الميكانيكيّة :التصميم والإنتاج المندمج;هندسة ميكانيكية;10;6;16
12;1201;43;3;بيولوجيا المجموعات والأنظمة;علوم بيولوجيا;1;13;14
12;1201;41;3;رياضيات;الرياضيات;9;3;12
12;1201;41;3;رياضيات تطبيقية;الرياضيات;1;6;7
12;1201;44;3;علوم الأرض;علوم جيولوجيا;2;8;10
12;1201;44;3;علوم الجيوماتيك والتطبيقات;علوم جيولوجيا;2;5;7
12;1201;43;3;علوم الحياة والأرض;علوم بيولوجيا;3;42;45
5;513;21;11;التصميم للتنمية المستديمة;فنون وحرف;4;10;14
5;513;21;11;التصميم وتكنولوجيا التعليب;علوم وتقنيات الفنون;2;8;10
5;513;21;13;تصميم;فنون وحرف;0;7;7
5;513;21;10;تصميم;فنون وحرف;0;10;10
5;513;21;11;تصميم الفضاء;فنون وحرف;40;40;80
5;513;21;11;تصميم الصورة;فنون وحرف;1;12;13
5;513;21;3;تصميم الصورة: إشهار سمعي بصري;فنون وحرف;15;22;37
5;513;21;3;تصميم الفضاء : هندسة داخلية;فنون وحرف;8;46;54
5;513;21;3;تصميم المنتوج;فنون وحرف;12;30;42
5;513;21;11;تصميم المنتوج;فنون وحرف;3;8;11
5;513;21;3;فنون وحرف : إشهار خطي;فنون وحرف;7;21;28
5;513;21;3;فنون وحرف : تعليب;فنون وحرف;4;10;14
5;513;21;3;فنون وحرف : سينوغرافيا;فنون وحرف;3;9;12
5;512;42;3;التسويق الإلكتروني و الإستراتيجيات الرقمية (عن بعد);إعلامية تصرف;7;2;9
5;512;42;11;الخدمات الإلكترونية في الاعمال ( عن بعد);إعلامية تصرف;12;14;26
5;512;31;3;الخدمات الالكترونية في الأعمال;محاسبة;20;23;43
5;512;31;11;الخدمات الالكترونية في الأعمال;محاسبة;3;15;18
5;512;42;11;اليقظة والذكاء التنافسي;إعلامية تصرف;4;10;14
5;512;31;3;ذكاء الاعمال;تصرف;17;33;50
5;512;42;10;ذكاء الواب;إعلامية تصرف;1;4;5
5;512;42;11;علم البيانات و تطوير البرمجيات;إعلامية تصرف;9;18;27
5;512;31;11;مراقبة التصرف وذكاء الأعمال;تصرف;7;20;27
5;512;42;3;نظم معلومات في الأعمال;إعلامية تصرف;16;16;32
5;511;31;3;نقد مالية بنك تأمين;تصرف;12;49;61
5;511;31;11;إدارة الأعمال: التصرف في الصحة العمومية;تصرف;4;19;23
5;511;42;10;إعلامية التصرف(إعلامية القرار والذكاء المطبق على التصرف);إعلامية تصرف;4;11;15
5;511;34;3;إقتصاديات النقل و اللوجستية;علوم اقتصادية;8;12;20
5;511;34;11;إقتصاديات النقل و اللوجستية;علوم اقتصادية;6;26;32
5;511;31;3;ادارة أعمال;تصرف;8;29;37
5;511;34;10;الاقتصاد والمالية الدولية: تجارة دولية واستراتيجيات;اقتصاد كمّي;1;7;8
5;511;34;10;الاقصاد الكمي;اقتصاد كمّي;2;3;5
5;511;34;3;التجارة و المالية الدولية;علوم اقتصادية;2;24;26
5;511;31;11;التصرف الفندقي والسياحي;تصرف;6;12;18
5;511;31;11;التصرف في العلاقة مع الحريف;تصرف;5;26;31
5;511;31;11;التصرف في المخاطر والتأمين;تصرف;8;19;27
5;511;31;11;التوزيع والمفاوضات التجارية;تصرف;7;11;18
5;511;34;13;العلوم الاقتصادية;علوم اقتصادية;3;5;8
5;511;31;11;المبادرة وتطوير الأنشطة المجددة بالجهات;تصرف;9;15;24
5;511;31;10;المبادرة وريادة الأعمال;تصرف;2;3;5
5;511;34;10;النقد والمالية والبنوك : بنك مالية واستراتيجيات;اقتصاد كمّي;1;10;11
5;511;31;11;الهندسة المالية;تصرف;2;25;27
5;511;31;3;تسويق;تصرف;35;45;80
5;511;31;10;تسويق;تصرف;0;2;2
5;511;42;11;علوم الاعلامية : علوم البيانات;إعلامية;10;16;26
5;511;31;13;علوم التصرف;تصرف;6;17;23
5;511;31;3;مالية;تصرف;61;142;203
5;511;31;10;مالية;تصرف;3;16;19
5;511;34;3;هندسة إقتصادية ومالية;علوم اقتصادية;5;16;21
5;510;42;5;إعلامية;إعلامية;108;84;192
5;509;61;;طب بيطري;طب بيطري;8;48;56
5;505;42;10;الإعلامية : اعلامية الملتميديا واتخاذ القرار;إعلامية;21;8;29
5;505;42;3;الإعلامية و الوسائط المتعددة;إعلامية;37;27;64
5;505;21;11;التقنيات السمعية البصرية : مساعد مخرج;سينيما;5;3;8
5;505;42;11;تصميم وتطوير مواد وخدمات الملتميديا;فن الملتيميديا;27;16;43
5;505;42;2;تطوير ألعاب الفيديو;فن الملتيميديا;15;3;18
5;505;21;3;تواصل تعددي الوسائط;علوم وتقنيات الفنون;41;29;70
5;505;21;3;سينما و السمعي البصري:إختصاص تركيب;سينيما;5;4;9
5;505;21;3;سينما و السمعي البصري:إختصاص صوت;سينيما;3;1;4
5;505;21;3;سينما و السمعي البصري:إختصاص صورة;سينيما;5;5;10
5;505;21;3;سينما و السمعي البصري:المساعدة في الكتابة والإخراج;سينيما;4;5;9
5;505;21;2;صياغة وإخراج الأفلام التنشيطية ثلاثية الأبعاد;سينيما;16;8;24
5;505;42;5;علوم الإعلامية:الاعلامية و الملتميديا;فن الملتيميديا;13;12;25
5;505;43;3;علوم وتحليل البيانات الضخمة;هندسة بيولوجية;25;22;47
5;504;43;11;التنمية الصناعية للمنتجات الصحية;علوم بيولوجيا;1;13;14
5;504;43;3;البيوتكنولوجيا (التحليل البيولوجي ومراقبة جودة المواد شبه الطبية;علوم بيولوجيا;2;18;20
5;504;43;11;التحليل البيولوجي و مراقبة جودة المنتجات الصحية;علوم بيولوجيا;0;12;12
5;504;43;10;الفيزيولوجيا المرضية والتغذية الوظيفية;علوم بيولوجيا;1;6;7
5;504;43;3;بيوتكنولوجيا والصناعات الصيدلية;علوم بيولوجيا;3;28;31
5;504;43;3;بيولوجيا خلوية و جزيئية;علوم بيولوجيا;2;31;33
5;504;43;3;تحاليل وتجارب بيولوجية;علوم بيولوجيا;2;39;41
5;504;43;10;علوم الأحياء: البيولوجيا الجزيئية والصحة;علوم بيولوجيا;0;10;10
5;503;72;3;التربية المختصة;خدمات اجتماعية;5;39;44
5;508;33;3;التصرف الإلكتروني في المعلومات و الوثائق;التوثيق والمكتبية والأرشيف;1;36;37
5;508;33;3;التصرف في الأرشيف;التوثيق والمكتبية والأرشيف;4;44;48
5;508;33;3;المكتبات و موارد المعلومات;التوثيق والمكتبية والأرشيف;2;22;24
5;508;33;11;ادارة المعلومات والوثائق الرقمية;التوثيق والمكتبية والأرشيف;1;15;16
5;508;33;11;التوثيق المؤسساتي;التوثيق والمكتبية والأرشيف;1;12;13
5;507;83;3;التدريب الرياضي;مهن الرياضة;44;6;50
5;507;83;3;التربية والحركية;مهن الرياضة;257;141;398
5;506;31;3;إدارة الأعمال;تصرف;3;25;28
5;506;31;13;إدارة الأعمال;تصرف;1;2;3
5;506;31;10;إدارة الأعمال;تصرف;2;7;9
5;506;31;11;الأداء والمسؤولية المجتماعية للمؤسسات;تصرف;5;23;28
5;506;31;3;التصرف في الموارد البشرية;تصرف;32;8;40
5;506;31;11;التصرف في الموارد البشرية;تصرف;7;26;33
5;506;31;11;الخبرة في المحاسبة;محاسبة;15;61;76
5;506;31;11;المالية:التقنيات المالية;تصرف;6;9;15
5;506;31;13;المحاسبة;محاسبة;5;5;10
5;506;31;10;المحاسبة;محاسبة;10;27;37
5;506;31;11;المحاسبة;محاسبة;13;28;41
5;506;31;11;الهندسة المالية والبنكية;تصرف;15;29;44
5;506;31;11;اليقظة والذكاء التنافسي;تصرف;7;20;27
5;506;31;11;تقنيات المحاسبة والجباية و المالية;محاسبة;15;20;35
5;506;31;3;علوم المحاسبة;محاسبة;79;213;292
5;506;31;3;مالية;تصرف;26;55;81
5;506;31;11;مساعد تصرف في المؤسسات;تصرف;4;7;11
5;501;21;10;الآثار;فنون وحرف;4;13;17
5;501;22;3;الإسبانية;لغة إسبانية;0;6;6
5;501;22;10;الإسبانية;لغة إسبانية;0;12;12
5;501;34;3;الجيوبوليتيك والعلاقات الدولية;جغرافيا;6;19;25
5;501;22;10;الحضارة والأديان المقارنة;تاريخ;11;14;25
5;501;22;3;اللغات;ترجمة ولغات مطبقة;1;13;14
5;501;22;13;اللغات;ترجمة ولغات مطبقة;1;7;8
5;501;22;3;اللغة و الآداب والحضارة الإنقليزية;آداب إنقليزية;14;95;109
5;501;22;13;اللغة و الآداب والحضارة الإنقليزية;آداب إنقليزية;10;4;14
5;501;22;10;اللغة و الآداب والحضارة الإنقليزية;آداب إنقليزية;2;42;44
5;501;22;3;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;3;37;40
5;501;22;13;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;3;3;6
5;501;22;10;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;1;19;20
5;501;22;3;اللغة والآداب الإيطالية;لغة إيطالية;2;42;44
5;501;22;10;اللغة والآداب الإيطالية;لغة إيطالية;2;15;17
5;501;22;3;اللغة والآداب والحضارة العربية;لغة إيطالية;27;145;172
5;501;22;13;اللغة والآداب والحضارة العربية;لغة إيطالية;9;4;13
5;501;22;10;اللغة والآداب والحضارة العربية;لغة إيطالية;21;39;60
5;501;34;10;المحيط والتهيئة والمخاطر;جغرافيا;2;5;7
5;501;22;10;النوع والثقافة والمجتمع;تاريخ;2;6;8
5;501;22;3;تاريخ;تاريخ;2;29;31
5;501;22;10;تاريخ العالم المتوسطي وحضارته;تاريخ;10;15;25
5;501;22;10;تراث;تراث وعلم الآثار;0;11;11
5;501;22;11;ترجمة;ترجمة ولغات مطبقة;6;48;54
5;501;34;3;جغرافيا;جغرافيا;11;27;38
5;501;34;3;جيوماتيك البيئة والمحيط;جغرافيا;2;11;13
5;501;34;11;جيوماتيك المعلومات والتنمية المستديمة;جغرافيا;6;12;18
5;501;22;3;علم الآثار والتراث;تاريخ;1;2;3
5;501;22;1;علم الآثار وتاريخ الفن;تراث وعلم الآثار;1;4;5
5;502;33;11;الإتصال السياسي;علوم الإخبار;1;10;11
5;502;33;3;الاتصال;علوم الإخبار;7;28;35
5;502;33;11;الاعلام السمعي البصري:إعلام إذاعي;علوم الإخبار;1;5;6
5;502;33;11;الصحافة الإستقصائية;علوم الإخبار;1;4;5
5;502;33;3;صحافة;علوم الإخبار;19;57;76
5;502;43;10;علوم الاعلام والاتصال;علوم بيولوجيا;3;2;5
5;502;33;11;لاعلام السمعي البصري:إعلام تلفزي;علوم الإخبار;0;7;7
5;502;33;11;للاعلام المتعدد المنصات;علوم الإخبار;4;7;11
9;908;42;10;نظم المعلومات الذكية;إعلامية;3;15;18
9;908;31;10;مالية;تصرف;3;7;10
9;908;42;11;الشبكات والتطبيقات الموزعة;إعلامية;6;7;13
9;908;31;11;التصرف وبعث المشاريع;تصرف;2;11;13
9;908;31;11;محاسبة - مراقبة - تدقيق;محاسبة;1;17;18
9;908;34;11;العلوم إالإقتصادية: الهندسة الإقتصادية و المالية;علوم اقتصادية;6;26;32
9;908;42;11;علوم الاعلامية: علوم المعطيات;إعلامية;8;11;19
9;908;31;3;إدارة الأعمال;تصرف;6;10;16
9;908;31;3;مالية;تصرف;18;60;78
9;908;31;3;المحاسبة;محاسبة;16;52;68
9;908;34;3;العلوم الإقتصادية: نقد-مالية-بنك-تأمين;علوم اقتصادية;2;27;29
9;908;42;3;إعلامية التصرف: ذكاء الأعمال;إعلامية تصرف;2;16;18
9;908;42;3;علوم الإعلامية: هندسة البرمجيات و نظم المعلومات;إعلامية;24;25;49
9;908;42;3;هندسة نظم الإعلامية: النظم المحمولة و أنترنات الأشياء;إعلامية;0;5;5
10;1002;31;3;التصرف في الموارد البشرية;تصرف;2;28;30
10;1002;34;3;النقد والمالية والبنك:الهندسة الاقتصادية والمالية;علوم اقتصادية;4;21;25
10;1002;34;3;اقتصاد الأعمال;علوم اقتصادية;1;22;23
10;1002;31;3;إدارة الأعمال;تصرف;3;19;22
10;1002;31;3;المحاسبة;محاسبة;14;73;87
10;1002;31;3;مالية;تصرف;21;38;59
10;1002;34;3;اقتصاد:النقد والمالية والبنك- البنوك والتأمين;علوم اقتصادية;10;46;56
10;1002;31;3;التسويق;تصرف;7;15;22
10;1002;31;3;البنوك والمؤسسات المالية;تصرف;10;50;60
10;1002;34;3;إقتصاديات النقل و اللوجستية;علوم اقتصادية;4;17;21
10;1002;34;3;التجارة و المالية الدولية;علوم اقتصادية;3;23;26
10;1002;34;3;التحليل و السياسة الإقتصادية;علوم اقتصادية;2;13;15
10;1002;31;3;التصرف اللوجستي و الإنتاج;تصرف;10;20;30
10;1002;34;10;نقد، مالية، بنوك(النقد والتمويل والتنمية);علوم اقتصادية;4;20;24
